recommendationid,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,game_id
85704446,True,2,0,0.5454545617103577,0,True,976730
85715904,True,2,0,0.5440729856491089,0,True,976730
86587819,False,7,1,0.5436710715293884,5,True,976730
86306937,True,3,0,0.5416666865348816,1,True,976730
86196277,True,2,0,0.541649580001831,0,True,976730
86039664,True,4,0,0.5416051149368286,0,True,976730
87067443,True,3,0,0.5396012663841248,0,True,976730
86721309,True,2,1,0.540229856967926,0,True,976730
85421513,True,3,2,0.5394617915153503,0,True,976730
86829737,True,2,0,0.5360824465751648,0,True,976730
86947955,True,2,0,0.535315990447998,0,True,976730
85806786,False,6,0,0.53449946641922,0,True,976730
86617789,True,3,0,0.5327103137969971,0,True,976730
86617494,True,2,0,0.5327103137969971,0,True,976730
85822912,False,6,0,0.5317220687866211,0,True,976730
86685610,False,3,3,0.5300087928771973,0,True,976730
85731744,True,2,0,0.5295490026473999,0,True,976730
85932058,False,4,0,0.528736412525177,0,True,976730
85624842,True,2,0,0.5284159779548645,0,True,976730
87426361,True,1,0,0.5275590419769287,0,True,976730
86242440,True,1,0,0.5275590419769287,0,True,976730
87080932,False,4,0,0.5261015892028809,0,True,976730
85602761,True,2,0,0.5260205268859863,0,True,976730
87337269,True,1,0,0.5258620381355286,0,True,976730
86763055,True,1,0,0.5258620381355286,0,True,976730
86384779,True,1,0,0.5258620381355286,0,True,976730
86059778,True,1,0,0.5258620381355286,0,True,976730
85836727,True,2,2,0.5258620381355286,0,True,976730
85811364,True,1,0,0.5258620381355286,0,True,976730
85668738,True,0,1,0.5258620381355286,0,True,976730
85528948,True,1,0,0.5258620381355286,0,True,976730
85700898,True,1,0,0.525547444820404,0,True,976730
87094064,False,2,0,0.5251798629760742,0,True,976730
85988212,True,1,0,0.5250000357627869,0,True,976730
87481258,True,1,0,0.523809552192688,0,True,976730
87457148,True,1,0,0.523809552192688,4,True,976730
87445820,True,1,0,0.523809552192688,0,True,976730
87434415,True,1,0,0.523809552192688,0,True,976730
87363801,True,1,0,0.523809552192688,0,True,976730
87343501,True,0,1,0.523809552192688,0,True,976730
87341693,True,1,0,0.523809552192688,0,True,976730
87333977,True,1,0,0.523809552192688,0,True,976730
87326744,True,1,0,0.523809552192688,0,True,976730
87326335,True,1,0,0.523809552192688,0,True,976730
87319082,True,1,0,0.523809552192688,0,True,976730
87299179,True,1,0,0.523809552192688,0,True,976730
87263150,True,1,0,0.523809552192688,0,True,976730
87260254,True,1,0,0.523809552192688,0,True,976730
87218334,True,1,0,0.523809552192688,0,True,976730
87206778,True,1,1,0.523809552192688,0,True,976730
87201272,True,1,0,0.523809552192688,0,True,976730
87199591,True,1,0,0.523809552192688,0,True,976730
87164030,True,1,0,0.523809552192688,0,True,976730
87161046,True,1,0,0.523809552192688,0,True,976730
86076969,True,213,64,0.9491791129112244,0,True,367520
86012048,True,177,49,0.9335266351699829,2,True,367520
85714952,True,167,6,0.9204545617103577,5,True,367520
85905709,True,115,5,0.8988596200942993,0,True,367520
85859528,True,82,3,0.86423259973526,6,True,367520
85865311,True,76,2,0.8624428510665894,0,True,367520
85875223,True,48,2,0.7988449931144714,0,True,367520
86188992,True,30,8,0.7631092667579651,4,True,367520
85802449,True,50,10,0.7599740624427795,4,True,367520
86781700,True,27,12,0.7457166910171509,1,True,367520
86317649,True,30,0,0.7417077422142029,0,True,367520
85774906,True,31,7,0.7137757539749146,0,True,367520
86114534,True,23,4,0.7234482765197754,0,True,367520
86390463,True,27,0,0.7199031710624695,0,True,367520
86549167,True,21,28,0.7102212905883789,0,True,367520
87103949,True,18,0,0.7093565464019775,1,True,367520
86460999,True,19,0,0.7060133814811707,0,True,367520
86258187,True,22,0,0.6970455646514893,0,True,367520
86418998,True,16,0,0.6834264397621155,0,True,367520
85850996,True,17,1,0.6766929030418396,0,True,367520
86509529,True,12,8,0.6538461446762085,0,True,367520
86942749,True,11,0,0.6428571343421936,0,True,367520
85590902,True,12,0,0.6404860019683838,1,True,367520
86154638,True,11,0,0.6283783912658691,0,True,367520
86563808,True,7,0,0.6153846383094788,0,True,367520
86314710,True,6,3,0.6153846383094788,0,True,367520
86703413,True,6,1,0.6129031777381897,1,True,367520
85959090,True,8,1,0.6028881072998047,0,True,367520
85599311,True,9,1,0.5860771536827087,0,True,367520
87015588,True,4,1,0.5850973725318909,0,True,367520
87429420,True,4,0,0.5833333134651184,1,True,367520
87322625,True,4,0,0.5833333134651184,0,True,367520
86441597,True,6,0,0.5833333134651184,0,True,367520
85504780,True,4,0,0.5817490816116333,0,True,367520
85757763,True,11,3,0.5905019640922546,8,True,367520
85552429,False,7,0,0.5741538405418396,0,True,367520
86162523,True,4,1,0.5664258003234863,0,True,367520
87005539,True,3,0,0.5652173757553101,0,True,367520
86985615,True,3,0,0.5515151619911194,0,True,367520
86700913,True,3,0,0.5652173757553101,0,True,367520
86472451,True,4,0,0.5652173757553101,0,True,367520
86407535,True,5,0,0.5652173757553101,0,True,367520
86131655,True,3,0,0.5652173757553101,0,True,367520
87085906,True,3,0,0.5634920597076416,0,True,367520
86576079,True,4,1,0.5634920597076416,0,True,367520
85984164,True,3,0,0.5634920597076416,1,True,367520
87197887,True,3,0,0.5620437860488892,0,True,367520
86231691,True,5,0,0.5613270401954651,0,True,367520
86092015,True,3,0,0.5597484707832336,0,True,367520
87198613,True,3,0,0.5572916269302368,0,True,367520
86301347,True,5,0,0.5522387623786926,0,True,367520
85768006,True,2,0,0.5522387623786926,0,True,367520
85699372,True,4,0,0.5515433549880981,0,True,367520
85688539,True,4,0,0.5491803288459778,0,True,367520
85527291,True,4,0,0.5477387309074402,0,True,367520
85694102,True,3,0,0.547325074672699,0,True,367520
85684161,True,3,0,0.547325074672699,0,True,367520
86621402,True,3,6,0.5466696619987488,0,True,367520
87146905,True,2,0,0.5454545617103577,0,True,367520
87027422,True,2,0,0.5454545617103577,0,True,367520
86981751,True,2,0,0.5454545617103577,0,True,367520
86918780,True,2,0,0.5454545617103577,0,True,367520
86885867,True,4,5,0.5454545617103577,0,True,367520
86696773,True,2,3,0.5454545617103577,0,True,367520
86633979,True,4,0,0.5454545617103577,0,True,367520
86585258,True,2,0,0.5454545617103577,0,True,367520
86520429,True,2,0,0.5454545617103577,0,True,367520
86374954,True,4,0,0.5454545617103577,0,True,367520
86361967,True,2,0,0.5454545617103577,0,True,367520
86361814,True,2,0,0.5454545617103577,0,True,367520
86130854,True,2,0,0.5454545617103577,0,True,367520
86003219,True,5,4,0.5454545617103577,0,True,367520
85952926,True,3,0,0.5454545617103577,0,True,367520
85867435,True,2,0,0.5454545617103577,0,True,367520
85835925,True,2,0,0.5454545617103577,0,True,367520
85805576,True,2,0,0.5454545617103577,0,True,367520
85701925,True,2,0,0.5454545617103577,0,True,367520
85686620,True,2,0,0.5454545617103577,0,True,367520
85669797,True,2,0,0.5454545617103577,0,True,367520
85530859,True,3,0,0.5454545617103577,0,True,367520
85470280,True,2,0,0.5454545617103577,0,True,367520
85450789,True,2,1,0.5454545617103577,0,True,367520
86080012,True,2,0,0.5445544719696045,0,True,367520
85786932,True,2,0,0.5438596606254578,0,True,367520
87037824,True,2,0,0.54356849193573,3,True,367520
86560970,True,2,0,0.54356849193573,0,True,367520
85980069,True,2,0,0.54356849193573,0,True,367520
85521109,True,3,1,0.54356849193573,0,True,367520
86366263,True,4,0,0.5428416728973389,0,True,367520
86774349,True,2,0,0.5416666865348816,0,True,367520
86649256,True,3,1,0.5416666865348816,0,True,367520
85638025,True,3,0,0.5406360626220703,0,True,367520
86010283,True,4,0,0.5384615659713745,0,True,367520
87083470,True,2,1,0.5364238619804382,2,True,367520
86388083,True,1,0,0.5343137383460999,0,True,367520
86322209,True,2,1,0.5329890847206116,0,True,367520
87329778,True,1,0,0.5320196747779846,0,True,367520
87162104,True,2,0,0.53125,0,True,367520
85584810,True,2,0,0.5306122303009033,0,True,367520
86948216,False,2,1,0.529411792755127,0,True,367520
